Title,Link,Keywords,Resumen,Importancia
Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,Bioreactor development for skeletal muscle hypertrophy,"Skeletal muscles atrophy in microgravity due to reduced tensile loads. This study addresses the challenge of modeling this with a bioreactor, testing a StrexCell® system that uses uniaxial cyclic stretch to induce hypertrophy and its cessation to induce atrophy in murine myotubes (C2C12). The results showed that cyclic stretch significantly increased myotube diameter and elevated anabolic markers such as talin and Akt phosphorylation. In contrast, stopping the stretching process caused a decrease in myotube diameter and an increase in inflammatory and catabolic markers, consistent with atrophy. This demonstrates the feasibility of this bioreactor for research into the effect of tensile loading on muscles in spaceflight contexts.",7
Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,Genomic and phenotypic characterization of Burkholderia isolates,"Microbial assessments were conducted on two flexible lines (UPA95 and UPA115) from the International Space Station (ISS) water recovery system following their return to Earth. Culture and molecular analyses revealed the presence of bacteria such as Burkholderia, Paraburkholderia, and Leifsonia, as well as fungi such as Fusarium and Lecythophora. Genomic analysis identified Burkholderia contaminans and Paraburkholderia fungorum, with the detection of chromate resistance genes indicating unique populations. Environmental scanning electron microscopy confirmed the formation of fungal-bacterial biofilms in these lines, marking the first evidence of biofilms in the ISS UPA flexlines. The B. contaminans isolates demonstrated considerable potential for biofilm formation. These findings identify the UPA flexlines as a distinct ecological niche and a novel area for biofilm growth within the water recovery system, which is crucial for developing engineering controls to prevent biofilms in future space station water systems.",9
CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,"camdles, cfd dem, simulation, microbial, communities, spaceflight","This paper presents CAMDLES, a computational model that extends CFDEM® Coupling software to simulate biological flows, growth, and mass transfer in microbial communities under microgravity, both real and artificial (in devices such as rotating-wall bioreactors or RWVs). The aim is to investigate how ground-based simulation methods replicate the microbial experience in space, integrating fluid and particle dynamics with metabolism and biological growth. By simulating a cooperative community of Escherichia coli and Salmonella enterica, it was found that the greatest difference in growth rates between microgravity, an RWV, and 1g gravity occurs when species are colocalized in dense aggregates. This model provides a basis for future laboratory experiments and a framework for hypothesis generation and the design of biological experiments in microbial communities.",10
Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,"hardware, validation, advanced, plant, habitat, iss","The Advanced Plant Habitat (APH) is the largest plant growth facility deployed on the International Space Station (ISS), designed by NASA to conduct fundamental and applied plant research in microgravity. This closed system, assembled in 2018, enables complete environmental control (light intensity, spectral quality, humidity, CO2, photoperiod, temperature, and root zone humidity) and the execution of complex experimental profiles. A seven-week hardware validation test using Arabidopsis and wheat confirmed its operational capability to control these factors, measure gas exchange, evaluate crew procedures, and contain plant debris. The APH is designed for a ten-year mission, collecting physiological data that will improve our understanding of Earth's biology in reduced gravity, which is vital for future human space missions and the development of bioregenerative life support systems, enabling teleoperation from the ground with minimal crew intervention.",10
Trimeric structure of (+)-pinoresinol-forming leading protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,"trimeric, structure, pinoresinol forming, directing, protein, resolution","The first three-dimensional structure of a (+)-pinoresinol-forming targeting protein (DP), PsDRR206, has been obtained at 1.95 ×… resolution. This protein forms a compact trimer, where each monomer presents an eight-stranded beta-barrel. Three putative substrate-binding sites were identified on the surface of the trimer, which are spatially separated, suggesting that each site directly facilitates monomeric coupling to achieve stereoselectivity. This discovery provides new insights into the radical-radical coupling of monolignols in plants, which is fundamental for the biosynthesis of lignans, including compounds of medicinal importance.",7
Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,"reduced arogenate dehydratase expression, ramifications, for","This study investigates the effects of modulating the enzyme arogenate dehydratase (ADT) in *Arabidopsis thaliana* on photosynthesis and secondary metabolism. The results show that a reduction in the carbon flux towards phenylalanine biosynthesis in ADT mutants impairs the consumption of photosynthetically produced ATP. This leads to an increased ATP/ADP ratio, a transient accumulation of starch, and lower rates of photosynthetic electron transport, due to an increase in the proton-motive force that dysregulates photosystem II activity. Furthermore, significant changes in secondary metabolites were observed, including a reduction in flavonoids, phenylpropanoids, lignans, and glucosinolates, and an increase in galactolipids and apocarotenoids. Although the most extreme mutant (*adt3/4/5/6*) showed a slight decrease in growth at an intermediate stage, there were no significant differences in respiration and carbon fixation rates. In conclusion, these findings reveal the profound impact of altered ADT activity and phenylalanine metabolism on secondary metabolites and photosynthesis, with implications for plant breeding.",8
New insights into lignification via network and multi-omics analyzes of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,"new, insights, into, lignification, via, network","study investigated how reducing arogenate dehydratase (ADT) in Arabidopsis knockout mutants, which have up to 70% less lignin, disrupts their systems biology. Using integrated omics (metabolome, transcriptome, and proteome) and network analyses, it was found that lignin levels are regulated not only at the transcriptional level, but also through post-transcriptional and translational processes, such as those involving ribosomes and the spliceosome. Significant changes were identified in metabolic pathways related to glucosinolates, fatty acids, carotenoids, and phenylpropanoids, with an increase in some metabolites (carotenoids, galactolipids) and a decrease in others (glucosinolates, phenylpropanoids) observed in the mutants. These findings propose a new hypothesis for lignin biosynthesis, offering potential targets for bioengineering.",8
Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,"functional, consequences, radiation induced, oxidative, stress, cultured","Exposure to low doses of charged particle radiation, such as those found in space, causes acute and persistent oxidative stress in neural stem and precursor cells, even at very low fluences. This stress, which can last for weeks or months, is associated with significant impairment in cognitive function, as demonstrated in mice. The findings suggest that astronauts may face an increased risk of decreased performance during missions and long-term neurocognitive sequelae due to space radiation.",10
Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,"exploration, space, achieve, scientific, breakthroughs","Beta cell replacement therapy for type 1 diabetes is in a transformative phase, with advances in stem cells and gene editing showing potential for restoring insulin production. However, the text emphasizes that the ""last mile"" is the crucial challenge, as scientific feasibility does not guarantee large-scale accessibility. Current limitations include a shortage of donors for islet transplants, immune rejection, and the complexity of the procedure. The analogy of space exploration is used to illustrate that, although feasibility has been demonstrated, ""colonization"" or mass implementation requires entirely different engineering and faces obstacles of scalability and cost. Examples of gene therapies for rare diseases that failed in the market due to unsustainable pricing models are cited, warning that without a strategic shift, beta cell therapy could become an elite intervention. To overcome these challenges, the author proposes adopting a ""Quality by Design"" (QbD) approach from the outset, prioritizing scalability, ease of use, and economic viability over academic achievement or corporate interests, so that the therapy can move from proof of concept to an accessible treatment for millions.",8
Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,"network, gene, transcriptions, arabidopsis, thaliana, spaceflight","The study analyzed transcriptomic data from *Arabidopsis thaliana* grown on the International Space Station to identify genes that influence root growth and cell wall biosynthesis under space microgravity. Using computational tools and graph theory approaches such as LASSO, Pearson correlation, and the HITS algorithm, gene regulatory networks were inferred. The analysis revealed that space microgravity significantly alters core genes involved in cell wall synthesis, protein transport, auxin response, stress responses, and catabolic processes. Key core genes regulating root growth and genes encoding nucleotide-diphospho-sugar interconversion enzymes with higher transcriptional regulation, important for cell wall biosynthesis, were highlighted. This research is crucial for understanding plant adaptation in space, which is essential for long-duration space missions.",9
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,"detection, genes, arabidopsis, thaliana, responding, dna","This study analyzes the effects of ionizing radiation on the plant *Arabidopsis thaliana* in real and simulated spatial environments, using gene regulatory network inference and topological and spectral analysis. Genetic subnetworks involved in the DNA damage response were identified, highlighting ATR/ATM protein interactions that suggest novel mechanisms under low radiation doses and the involvement of non-radiation-induced genes in stress response, root growth, and plant development. Key genes involved in DNA repair were detected, and high-energy radiation was shown to intensify the damage response. Furthermore, activation of pigments such as flavonoids and carotenoids was found under low doses of radiation, but not under very high doses.",8
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,"spaceflight, mouse, olfactory, bulb, volume, neurogenesis","This study examined the impact of spaceflight on the olfactory bulb (OB) and neurogenesis in mice. It was found that mice maintained in confinement modules simulating spacecraft conditions on Earth (AEM-Earth) showed larger OB volume and more neuroblasts compared to mice in standard housing. However, mice that actually flew on the space shuttle for 13 days (AEM-Flight) did not show these positive effects and even had a higher density of apoptotic cells than mice in the AEM-Earth group. The findings suggest that factors present during spaceflight may negate the positive effects of an enriched environment and have contrary effects on OB size and neurogenesis.",9
"Effects of low-dose rate Å'â‰¥-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,low dose rate irradiation combined with simulated,"This study investigated the short- and long-term cardiac effects of simulated microgravity (hindlimb suspension) and low-dose gamma irradiation, individually and in combination, in a mouse model. Female mice were exposed for 21 days, and their cardiac tissues were analyzed at various intervals for markers of oxidative stress, inflammation, and remodeling. Results indicated that the combined exposure initially increased oxidative stress, but many markers returned to normal over a 9-month period, suggesting recovery. This study, the first of a large analysis, highlights the need for future research with larger numbers of animals to fully characterize these effects.",10
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,"characterization, mouse, ocular, response, 35 day, spaceflight","This study investigated the effects of prolonged spaceflight on the retina and blood-retinal barrier (BRB) of mice, sending specimens to the International Space Station for 35 days. Results revealed a significant decrease in post-flight intraocular pressure, a significant increase in apoptosis in the retina and its endothelial cells, and alterations in the integrity of the BRB. Increased expression of aquaporin-4 (AQP-4) and PECAM-1 was observed, along with a reduction in the protein ZO-1, crucial for tight junctions. Proteomic analysis identified changes in 485 proteins related to cell death, the cell cycle, immune response, and metabolic stress. These findings indicate a complex cellular response that compromises retinal structure and BHR integrity following prolonged exposure to space.",9
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,"mice, exposed, combined, chronic, low dose, irradiation","This study evaluated the long-term effects of spaceflight-analogous conditions on the brain using a mouse model, exposing mice to simulated microgravity (HLU) and/or low-dose irradiation (LDR) for 21 days, followed by a 4-month readaptation. Results showed minimal alterations in gene expression and cytosine methylation following single HLU or LDR treatments. However, combined HLU+LDR exposure induced significant changes in multiple pathways related to neurogenesis, neuroplasticity, neuropeptide regulation, and cellular signaling. They conclude that neurological readaptation after chronic combined exposure to LDR and HLU is a dynamic process involving pathways that regulate neuronal function and structure, which could lead to late-onset neurological sequelae.",8
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,"spaceflight, influences, gene, expression, photoreceptor, integrity","A study investigated the effects of 35 days of spaceflight on the retina of mice, revealing 600 differentially expressed genes related to visual perception and phototransduction, including twelve associated with retinitis pigmentosa. Cone photoreceptor degradation, increased retinal oxidative stress, and a significant decrease in retinal layer thickness were observed. These findings suggest that prolonged spaceflight may decrease retinal performance and cause visual impairment.",10
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,"evaluating ocular response, retina and optic","This study investigated the effects of high-energy proton radiation exposure (single or fractionated doses of 0.5 Gy) on apoptosis, oxidative stress, and blood-retinal barrier (BRB) integrity in the retina and optic nerve head (ONH) of mice. A significant increase in apoptotic cells and oxidative stress was documented in the retina and ONH, with more pronounced changes after a single dose. An alteration in BRB integrity was also found in the retina, evidenced by an increase in the expression of AQP-4 and PECAM-1 and a decrease in ZO-1. The study concludes that exposure to 0.5 Gy proton radiation induces oxidative stress-associated apoptosis in the retina and ONH, and alters BRB integrity in the retina. Furthermore, it suggests that cellular responses may be differentially regulated depending on the ocular region and dosing schedule.",7
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,"characterization, gene, expression, profiles, mouse, brain","study investigated the effects of spaceflight on the brains of mice, finding that a 35-day trip to the International Space Station significantly altered gene expression profiles. A decrease was observed in genes important for neuronal function, plasticity, myelin sheath maintenance, and innate immune responses, including antiviral and bacterial defense. Conversely, there was an increase in the expression of genes related to DNA damage and cellular stress. The results suggest that altered immune reactions are closely associated with spaceflight-induced stress responses and have a negative impact on neuronal function, highlighting the risks that the space environment poses to the central nervous system.",9
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,"multi omics, longitudinal, murine, retinal, response, chronic","This multi-omics study investigated the epigenomic and transcriptomic impacts of radiation and hindlimb unloading (an analogue of microgravity) on the retina of mice. A NASA GeneLab dataset was analyzed in which mice were exposed for 21 days and their retinas were examined at 7 days, 1 month, or 4 months post-exposure. A total of 4,178 differentially methylated loci or regions and 457 differentially expressed genes were identified, with the highest correlation in methylation differences observed between conditions at the same time point. Changes in nucleotide metabolism, as well as alterations in Notch and Wnt signaling, were detected. A total of 23 genes showed significant changes in methylation and expression related to retinal function and inflammatory response, with some of these changes persisting up to 4 months after exposure. The study highlights important molecular mechanisms at various stages of post-exposure.",8
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,evidence spaceflight induced adverse photoreceptors and retinal,"This study investigated acute oxidative damage to ocular structure and retinal function in mice exposed to 35 days of spaceflight, also evaluating the efficacy of an antioxidant (BuOE). Mice that flew on the ISS showed significantly increased retinal oxidative stress and apoptotic cell death, as well as a marked reduction in electroretinogram (ERG) a and b wave amplitudes, indicating impaired photoreceptor and retinal function. Although BuOE treatment markedly decreased oxidative stress biomarkers, there were no significant differences in intraocular pressure and no complete recovery of retinal function between the flight groups. The findings suggest that spaceflight induces oxidative stress in the retina, which can lead to photoreceptor damage and impaired visual function.",8
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,"spaceflight, brain","The study investigated how gravity affects human position sense, employing three methods (two-arm pairing, one-arm pointing, and one-arm repositioning) in 12 participants during parabolic flights, simulating hypergravity (1.8G) and microgravity (0G). The results showed that in hypergravity, errors in the pairing and pointing tasks increased significantly. In microgravity, matching errors decreased markedly, while pointing errors decreased nonsignificantly. The repositioning task did not show significant changes in any of the gravitational conditions. It is suggested that errors in pairing and signaling are a consequence of the action of gravity on the elbow joint, altering the signal to muscle and joint receptors, while repositioning relies on a central memory independent of changes in gravity.",7
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,"routine, omics, collection, golden, opportunity, for","The text proposes establishing a routine omics data collection program for European astronauts and spaceflight participants, highlighting that this revolutionary technology in terrestrial medicine has untapped potential to improve occupational health in space. It argues that longitudinal and standardized collection of this data is feasible and represents a ""golden opportunity"" to understand the molecular mechanisms of space-induced physiological changes. This would enable the development of personalized medicine and artificial intelligence-based analyses, improving risk assessment and countermeasures for future missions (including long-duration and those beyond low-Earth orbit). Practical, scientific, ethical, and legal considerations (such as GDPR) are also discussed for creating policies that balance open data for research with subject protection.",9
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,"spatial, omics, technologies, multimodal, and, single","This text reviews the current and future landscape of spatial omics technologies, which enable a deep understanding of cellular organization and interactions at single-cell and subcellular resolution. The various methodologies, classified into targeted (antibody- or RNA-probe-based) and whole-transcriptome approaches, are explored, highlighting their differences in spatial resolution, multiplexing capacity, and coverage. The review analyzes the capabilities, advantages, and limitations of these techniques, with examples of specific methods and their relevance to research and clinical applications.",6
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,genomic characterization and radiation tolerance naganishia,"This study describes the discovery of two new yeast species, *Naganishia kalamii* sp. nov. and *Cystobasidium onofrii* sp. nov., isolated from NASA cleanrooms during Mars 2020 mission assembly. Their classification was performed using a multiphase taxonomic approach that included morphology, multi-locus sequence analysis, and whole-genome sequencing. Both yeasts showed resistance to UV-C radiation and possess genes associated with tolerance to stresses such as dehydration, desiccation, osmotolerance, and psychrotolerance, underscoring the need to characterize extreme-tolerant microbes to improve NASA's planetary protection techniques and prevent contamination of other celestial bodies.",8
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,Genome and clonal hematopoiesis stability contrasts,"This study investigated the physiological, immunological, and genetic effects of short-duration spaceflight on the crew of the Inspiration 4 (I4) mission, the first all-civilian crew. Using a multi-omics approach and analyzing preflight, intraflight, and postflight blood samples, telomere length, genomic stability, and immune adaptations were examined. Key findings include telomere lengthening during spaceflight, telomere shortening upon return to Earth, and increased immune cell signatures that persisted months after return. No significant genomic instability or clonal hematopoiesis of undetermined potential (CHIP) was observed. This research provides valuable information for future civil and commercial space missions, serving as a benchmark for human adaptation.",10
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,"inspiration4, data, access, through, nasa, open","With commercial space travel becoming increasingly accessible, understanding its impact on human health is crucial. NASA's Open Science Data Repository (OSDR) offers transparent and fair access to biological studies, highlighting the SpaceX Inspiration 4 (I4) mission, which collected a wealth of omics and clinical data from civilian astronauts. These data facilitate comprehensive investigations into space-induced biological responses, enabling multimodal and longitudinal assessments. Its open access, coupled with community-driven data standards, leverages artificial intelligence and machine learning to yield valuable insights, guiding future mission planning and health risk mitigation. The article presents a concise guide for accessing and analyzing I4 data at OSDR, setting a precedent for post-mission health monitoring programs. Although much of the information is publicly available, raw data from sensitive human subjects requires an application and ethics approval process for access.",7
Molecular and physiological changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,molecular and physiological changes spacex inspiration4,"SpaceX's Inspiration 4 mission, the first with an all-civilian crew in low-Earth orbit, aimed to study physiological, neurovestibular, and neurocognitive changes, as well as the feasibility of biomedical data collection. Findings revealed a variety of physiological and stress responses, neurovestibular changes, and neurocognitive alterations during the 3-day mission. Although molecular changes such as telomere lengthening and increased virus abundance were observed in flight, nearly all parameters returned to pre-flight levels after return to Earth. This suggests that short-duration civilian missions do not pose a significant health risk and offer a valuable opportunity to investigate the early stages of human adaptation to space, laying the groundwork for an expanding biomedical database that can inform the development of countermeasures.",8
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,"telomeric, rna, terra, increases, response, spaceflight","The study investigated telomeric RNA (TERRA) in the radiation-induced DNA damage response (DDR) in astronauts, mountaineers, and cell models. Radiation exposure was found to increase TERRA transcription, which plays a protective role by forming hybrids at telomeric double-strand breaks and facilitating recombination-mediated telomere lengthening. These findings have important implications for scenarios of chronic telomeric DNA damage, such as aging or oxidative stress, and suggest TERRA as a potential therapeutic strategy against ALT-positive tumors.",8
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,"spatial, multi omics, human, skin, reveals, kras","A pioneering study examined the impact of short-duration spaceflight on human skin, using biopsies and multi-omics analyses from the Inspiration4 crew before and after the mission. The findings revealed significant upregulation of inflammation-associated genes and KRAS signaling across all skin regions. Altered interferon responses, DNA damage, epithelial barrier disruptions, T cell migration, and impaired regeneration, predominantly in external tissue compartments, were also observed. These changes were correlated with alterations in microbial and immune cell activity, providing the first comprehensive insights into astronaut skin for future missions and countermeasures.",9
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,"longitudinal, multi omics, host, microbiome, architecture, and","six-month longitudinal study of four individuals on the SpaceX Inspiration 4 mission characterized the human microbiome and immune system response to three days in orbit. Using metagenomics, metatranscriptomics, and immune cell profiling on 750 samples from 10 body sites before, during, and after flight, most microbial alterations were found to be transient, such as increased virus shedding on skin during flight. However, longer-term changes in the oral microbiome were detected, including an increase in dental plaque-associated bacteria, correlated with immune cell gene expression. Microbial genes related to phage activity and stress response were also enriched. These detailed findings on changes in astronauts' microbiomes and immune responses during short spaceflights are crucial for future missions, spacecraft design, and space habitat planning.",9
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,spatiotemporal expression and control haemoglobin space,"This study investigates how the space environment affects hemoglobin gene regulation by analyzing multi-omics data from astronauts on NASA, JAXA, and Inspiration4 missions. The results confirm ""space anemia"" by showing significant down-regulation of globin genes during flight, with levels returning to normal after landing, which could be due to a combination of hemolysis and reduced erythroid cell production. Furthermore, the study observed the activation of a switch from adult to fetal globin in space, a phenomenon similar to the one sought to induce hemoglobinopathies on Earth. This work provides valuable insights into the dynamic nature of globin gene regulation in space and its implications for space medicine.",7
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,"single cell, multi ome, and, immune, profiles, inspiration4","This study analyzed astronauts' immune responses to spaceflight using multi-omic and single-cell data from civilian crew members of the SpaceX Inspiration4 (I4) mission. Eighteen cytokines/chemokines related to inflammation, aging, and muscle homeostasis were found to change postflight. A ""spaceflight signature"" in gene expression was identified, enriched in pathways such as oxidative phosphorylation and immune function, the presence of which was confirmed in independent datasets. Key observations included upregulation of FOXP3 in T cells, long-term suppression of MHC class I genes, and the association of infection-related immune pathways with changes in the microbiome. The study reveals conserved and distinct immune disruptions, providing a roadmap for potential countermeasures to preserve astronaut health on future missions.",10
Single-cell analysis identifies preserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,"single cell, identifies, preserved, features, immune, dysfunction","recent study investigated the impact of short-term simulated microgravity on human immune cells using single-cell analysis of PBMCs, validating the findings with data from real space missions. Microgravity was found to significantly alter pathways essential for optimal immunity, such as interferon signaling, the cytoskeleton, and innate inflammation, while also affecting T and NK cell function. The study also identified that microgravity mimics inflammatory aging processes and induces transcription of latent pathogens. Using machine learning, compounds like quercetin were found to be capable of reversing many of these alterations, offering potential countermeasures for maintaining immunity in space.",10
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,space omics and medical atlas soma,"The Space Omics and Medical Atlas (SOMA) is an integrated data and sample repository designed to address the biomedical challenges of spaceflight, where aerospace medicine is currently in its infancy. SOMA brings together clinical, cellular, and multi-omics profiles from diverse missions such as the NASA Twin Study and SpaceX Inspiration4, increasing the publicly available human omics data more than tenfold. This resource includes extensive molecular and physiological profiles (genomics, epigenomics, transcriptomics, proteomics, metabolomics, and microbiome), revealing consistent features such as cytokine changes and telomere elongation, even on short, three-day missions. SOMA seeks to Accelerate precision aerospace medicine by providing crucial data for health monitoring, risk mitigation, and countermeasure development for future lunar, Mars, and exploration missions.",8
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,"secretome, profiling, reveals, acute, changes, oxidative","study profiled the secretomes (plasma proteins, metabolites, and vesicles/extracellular particles) of the SpaceX Inspiration4 crew to analyze the effects of short-duration spaceflight on human physiology. The results showed significant differences in coagulation, oxidative stress, and brain proteins. Although most altered proteins and metabolites in vesicles recovered within six months, a large portion of plasma proteins remained altered postflight, and these alterations were best correlated with peripheral blood mononuclear cells. A complementary study in space mice indicated a potential disruption of the blood-brain barrier. These findings demonstrate that even brief spaceflight impacts human and mouse physiology, providing crucial biomarkers for future countermeasures.",10
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,astronaut omics and impact space human,"The text proposes the creation of a ""Human Cell Space Atlas"" and the application of high-resolution omics technologies as open global resources, essential for developing precision space-based healthcare. These advances are crucial for future long-duration planetary missions, which will involve a more diverse space population. The importance of international collaboration to standardize omics data and address the complex ethical, cultural, and legal challenges inherent to human omics in space is emphasized.",9
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"transcriptomics, reveals, molecular, alterations, underpinning, spaceflight","This study investigates common dermatological problems in astronauts, the underlying biology of which is poorly understood, despite the fact that they pose a significant risk. Using a systems biology approach, transcriptomic data from the skin of space-exposed mice and biochemical and transcriptomic profiles from astronauts were analyzed. The findings suggest that changes in skin health, DNA damage and repair, and mitochondrial dysregulation are potential drivers of these risks, including alterations in skin barrier function and collagen formation. The study also highlights the ability of organisms to readapt to Earth following spaceflight, and its results may guide the development of countermeasures.",9
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,"cosmic, kidney, disease, integrated, pan omic, physiological","The paper describes research on the effects of spaceflight on kidney health, particularly during long-duration deep-space missions. Using biomolecular, chemical, and morphological analyses of samples from mice exposed to spaceflight and simulated cosmic radiation, as well as from humans, it was found that spaceflight induces dephosphorylation of renal transporters, which could increase the risk of kidney stones, and causes nephron remodeling with distal convoluted tubule expansion and loss of tubule density. Furthermore, simulated cosmic radiation, equivalent to a mission to Mars, caused kidney damage and dysfunction. These findings suggest that spaceflight directly contributes to kidney stone formation and that space radiation can cause significant kidney damage.",9
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,"spaceflight, induces, changes, gene, expression, profiles","This study investigated the effects of spaceflight on insulin and estrogen signaling in mice and humans. Significant changes were observed in both groups, particularly in the mouse liver, where inhibition of insulin and estrogen signaling, hepatic insulin resistance, and steatosis were found. In humans, spaceflight induced alterations in genes and pathways related to insulin and estrogen, insulin resistance, stress response, and viral infection. These findings highlight the need for further research into the metabolic and reproductive endocrinological impacts of spaceflight for the future of the species.",8
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,Protective alleles and precision healthcare crewed,"The text addresses the growing need to understand and protect human health during deep and long-duration space missions, given the greater diversity of the astronaut population. It emphasizes that health risks in space, such as radiation exposure and bone demineralization, require more personalized and effective countermeasures. To this end, the paper proposes the use of ""omics"" technologies to identify protective alleles and develop individualized nutrition, exercise, and treatment recommendations, benefiting both space explorers and people in challenging terrestrial environments, although technical and ethical challenges remain.",7
